28501;CISPLATINO;50 mg/50 mL;Solución Inyectable;INYECTABLE;Caja vial;1;23/06/2020 12:00:00 a.m.;EG6314;PERULAB;ACT
28504;DACARBAZINA;100 mg;Polvo para Solución Inyectable;INYECTABLE;Caja vial;1;29/10/2020 12:00:00 a.m.;EG6339;PERULAB;ACT
28506;DOCETAXEL;20 mg/0.5 mL;Concentrado para Solución para Perfusión;INYECTABLE;Caja vial;1;31/03/2021 12:00:00 a.m.;EG6369;PERULAB;ACT
28507;DOCETAXEL;80 mg/2 mL;Concentrado para Solución para Perfusión;INYECTABLE;Caja vial;1;16/03/2021 12:00:00 a.m.;EG6367;PERULAB;ACT
28508;DOXORUBICINA;10 mg/5 mL;Solución Inyectable;INYECTABLE;Caja vial;1;08/11/2020 12:00:00 a.m.;EG6342;PERULAB;ACT
28509;DOXORUBICINA;50 mg/25 mL;Solución Inyectable;INYECTABLE;Caja vial;1;08/11/2020 12:00:00 a.m.;EG6343;PERULAB;ACT
28510;EPIRUBICINA;10 mg;Polvo para Solución Inyectable;INYECTABLE;Caja vial;1;12/11/2020 12:00:00 a.m.;EG6344;PERULAB;ACT
28511;EPIRUBICINA;50 mg;Polvo para Solución Inyectable;INYECTABLE;Caja vial;1;12/11/2020 12:00:00 a.m.;EG6345;PERULAB;ACT
28512;ETOPOSIDO;100 mg/5 mL;Solución Inyectable;INYECTABLE;Caja vial;1;04/02/2021 12:00:00 a.m.;EG6357;PERULAB;ACT
28513;FLUOROURACILO;250 mg/5 mL;Solución Inyectable;INYECTABLE;Caja Vial X 5 mL;1;14/10/2020 12:00:00 a.m.;EG6335;PERULAB;ACT
28514;FLUOROURACILO;500 mg/10 mL;Solución Inyectable;INYECTABLE;Caja vial X 10 mL;1;28/10/2020 12:00:00 a.m.;EG6337;PERULAB;ACT
28515;FOLINATO CALCICO;50 mg;Polvo para Solución Inyectable;INYECTABLE;Caja vial;1;01/12/2020 12:00:00 a.m.;EG6347;PERULAB;ACT
28516;GEMCITABINA;200 mg;Polvo para Solución Inyectable;INYECTABLE;Caja vial;1;10/08/2020 12:00:00 a.m.;EG6328;PERULAB;ACT
28517;GEMCITABINA;1 g;Polvo para Solución Inyectable;INYECTABLE;Caja vial;1;11/08/2020 12:00:00 a.m.;EG6329;PERULAB;ACT
28519;IRINOTECAN;100 mg/5 mL;Concentrado para Solución para Perfusión;INYECTABLE;Caja vial X 5 mL;1;13/01/2021 12:00:00 a.m.;EG6352;PERULAB;ACT
28520;METOTREXATO;50 mg/2 mL;Solución Inyectable;INYECTABLE;Caja vial X 2 mL;1;29/10/2020 12:00:00 a.m.;EG6340;PERULAB;ACT
28521;METOTREXATO;500 mg/20 mL;Solución Inyectable;INYECTABLE;Caja Vial x 20 mL;1;29/10/2020 12:00:00 a.m.;EG6338;PERULAB;ACT
28523;OXALIPLATINO;50 mg;Polvo para Solución Inyectable;INYECTABLE;Caja vial;1;04/04/2021 12:00:00 a.m.;EG6371;PERULAB;ACT
28524;OXALIPLATINO;100 mg;Polvo para Solución Inyectable;INYECTABLE;Caja vial;1;01/04/2021 12:00:00 a.m.;EG6370;PERULAB;ACT
28525;ONDANSETRON;8 mg/4 mL;Solución Inyectable;INYECTABLE;Caja vial X 4 mL;1;11/01/2021 12:00:00 a.m.;EG6351;PERULAB;ACT
28526;PACLITAXEL;30 mg/5 mL;Concentrado para Solución para Perfusión;INYECTABLE;Caja vial X 5 mL;1;28/01/2021 12:00:00 a.m.;EG6355;PERULAB;ACT
28527;PACLITAXEL;100 mg/16.7 mL;Solución Inyectable;INYECTABLE;Caja vial X 16.7 mL;1;05/07/2020 12:00:00 a.m.;EG6321;PERULAB;ACT
28528;PACLITAXEL;300 mg/50 mL;Solución Inyectable;INYECTABLE;Caja vial X 50 mL;1;07/07/2020 12:00:00 a.m.;EG6322;PERULAB;ACT
28529;VINORELBINA;10 mg/mL;Concentrado para Solución para Perfusión;INYECTABLE;Caja vial X 1 mL;1;06/06/2021 12:00:00 a.m.;EG6379;PERULAB;ACT
28530;VINORELBINA;50 mg/5 mL;Concentrado para Solución para Perfusión;INYECTABLE;Caja vial X 5 mL;1;07/06/2021 12:00:00 a.m.;EG6380;PERULAB;ACT
28532;ACIDO PAMIDRONICO;90 mg;Polvo para Solución Inyectable;INYECTABLE;Caja vial + Solvente;1;12/08/2021 12:00:00 a.m.;EG6388;PERULAB;ACT
28533;MESNA;200 mg/2 mL;Solución Inyectable;INYECTABLE;Caja vial X 2 mL;1;26/08/2021 12:00:00 a.m.;EG6389;PERULAB;ACT
28534;MESNA;400 mg/mL;Solución Inyectable;INYECTABLE;Caja vial X 4 mL;1;26/08/2021 12:00:00 a.m.;EG6390;PERULAB;ACT
28535;FIRMAGON;80 mg;Polvo para Solución Inyectable;INYECTABLE;Caja vial + Solvente;1;29/12/2019 12:00:00 a.m.;E22138;PERULAB;ACT
28536;FIRMAGON;120 mg;Polvo para Solución Inyectable;INYECTABLE;Caja vial + Solvente;1;29/12/2019 12:00:00 a.m.;E22137;PERULAB;ACT
28538;PRENHIXIN;20 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;31/08/2019 12:00:00 a.m.;N26122;VANOCI;ACT
28539;ADEPROST;0.4 mg;Cápsula de Liberación Prolongada;CAPSULA;Caja Envase Blister Cápsulas;32;03/06/2014 12:00:00 a.m.;N25769;MARKOS;ACT
28540;GRIPALERT PLUS NF;;Tableta;TABLETA;Caja Envase Blister Tabletas;100;15/12/2013 12:00:00 a.m.;N25345;MARKOS;ACT
28545;VITAVERAN B12 CIP;;Jarabe;SOLUCION;Caja Frasco X 340 mL;1;25/05/2012 12:00:00 a.m.;N23524;MARKOS;ACT
28546;GRIPALERT PLUS NF;;Jarabe;SOLUCION;Caja Frasco x 100 mL;1;15/12/2013 12:00:00 a.m.;N25342;MARKOS;ACT
28551;DELTAMOX;250 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Frasco X 60 mL;1;03/06/2014 12:00:00 a.m.;N25764;MKS UNIDOS;ACT
28552;BROADCEF;1 g;Polvo para Solución Inyectable;INYECTABLE;Vial X 1 g;1;16/03/2020 12:00:00 a.m.;E22207;MKS UNIDOS;ACT
28553;COAPROVEL;300 mg + 12.5 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;28;27/06/2021 12:00:00 a.m.;E22515;SANOFI;ACT
28557;QUEXEL;850 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;12/05/2021 12:00:00 a.m.;E22474;SANOFI;ACT
28563;LIBERTIUM;5 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;01/07/2019 12:00:00 a.m.;N25838;IQ FARMA;ACT
28564;NIFEDIPINO;10 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;18/01/2014 12:00:00 a.m.;NG1899;IQ FARMA;ACT
28565;OSTEOSYL;150 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;1;09/06/2013 12:00:00 a.m.;N24711;IQ FARMA;ACT
28566;PIRIDOXINA;50 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;200;13/01/2019 12:00:00 a.m.;NG1892;IQ FARMA;ACT
28567;UNATHEN;375 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;10;18/04/2022 12:00:00 a.m.;N23431;IQ FARMA;ACT
28568;PARACETAMOL;100 mg/mL;Solución Oral;SOLUCION;Frasco X 15 mL;1;29/03/2021 12:00:00 a.m.;NG0174;IQ FARMA;ACT
28569;CEFALEXINA;500 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;07/06/2014 12:00:00 a.m.;NG2029;IQ FARMA;ACT
28578;TONVAL 20;20 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;10;02/12/2018 12:00:00 a.m.;E21285;ROEMMERS;ACT
28583;CLORURO DE SODIO;0.90%;Solución Inyectable;INYECTABLE;Envase X 500 mL;1;07/05/2021 12:00:00 a.m.;NG2775;BRAUN;ACT
28584;WOSULIN N;100 UI/mL;Suspensión Inyectable;INYECTABLE;Caja Vial X 10 mL;1;14/09/2016 12:00:00 a.m.;BE00817;PHARMARIS;ACT
28587;EVRA;;Parche Transdérmico;PARCHE;Caja Parche;3;05/08/2021 12:00:00 a.m.;E22541;JOHNSON;ACT
28588;KALMAX COMPOSITUM;;Tableta Masticable;TABLETA;Caja Envase Blister Tabletas;60;29/04/2014 12:00:00 a.m.;E21671;FARMAKONSUMA;ACT
28594;SUERO ANTIOFIDICO POLIVALENTE;50 mg + 10 mg + 10 mg;Polvo para Solución Inyectable;INYECTABLE;Caja x 2 Vial + 2 Ampolla + Accesorio;1;22/11/2019 12:00:00 a.m.;BE00251;SHALOM;ACT
28595;KITADOL;500 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;120;20/08/2014 12:00:00 a.m.;N26057;TEVA;ACT
28596;KITADOL MIGRAÑA;500 mg + 65 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;80;02/11/2014 12:00:00 a.m.;N26449;TEVA;ACT
28598;OMEPAC;20 mg + 500 mg + 500 mg;Tableta;TABLETA;Caja Sobre Tabletas;14;18/12/2019 12:00:00 a.m.;N26641;TEVA;ACT
28602;XPECTRIN BALSAMICO;800 mg + 200 mg + 200 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;27/04/2014 12:00:00 a.m.;N25702;IMV/VILLA;ACT
28603;FENAFLOX;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;05/06/2020 12:00:00 a.m.;N26882;IMV/VILLA;ACT
28604;NORXICOR T;20 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;15/12/2019 12:00:00 a.m.;N26633;IMV/VILLA;ACT
28605;RINOCAP PLUS;500 mg + 5 mg + 2 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;09/06/2014 12:00:00 a.m.;N25785;IMV/VILLA;ACT
28607;AMINOFILINA;250 mg/10 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 10 mL;100;16/12/2012 12:00:00 a.m.;EG2061;SANDERSON;ACT
28609;BACSULFIN;200 mg + 40 mg/5 mL;Suspensión Oral;SUSPENSION;Frasco X 60 mL;1;08/06/2019 12:00:00 a.m.;N25781;VIFARMA;ACT
28611;BACSULFIN BALSAMICO;200 mg + 40 mg + 50 mg/5 mL;Suspensión Oral;SUSPENSION;Frasco X 60 mL;1;12/08/2014 12:00:00 a.m.;N25989;VIFARMA;ACT
28613;BACSULFIN BALSAMICO;800 mg + 160 mg + 200 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;03/06/2014 12:00:00 a.m.;N25766;VIFARMA;ACT
28614;GRAVAVIF;50 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;20/10/2019 12:00:00 a.m.;N26390;VIFARMA;ACT
28619;DEXACORT DERMIC;;Crema;CREMA;Caja Tubo X 10 g;1;17/01/2007 12:00:00 a.m.;N18656;TEVA;ACT
28620;KITADOL;500 mg;Tableta;TABLETA;Caja Dispensadora Tabletas;120;20/08/2014 12:00:00 a.m.;N26057;TEVA;ACT
28621;KITADOL MIGRAÑA;500 mg + 65 mg;Tableta Recubierta;TABLETA;Caja Dispensadora Tabletas;80;02/11/2014 12:00:00 a.m.;N26449;TEVA;ACT
28622;DOLO STOP;;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;300;30/09/2013 12:00:00 a.m.;N25054;TEVA;ACT
28624;NASTIFLU;;Tableta;TABLETA;Caja Envase Blister Tabletas;36;27/10/2014 12:00:00 a.m.;N26424;TEVA;ACT
28628;PRECLAR;;Polvo para Suspensión Oral;SUSPENSION;Frasco X 80 mL;1;29/10/2013 12:00:00 a.m.;N25163;TEVA;ACT
28633;NORXICOR T;5 mg/5 mL;Suspensión Oral;SUSPENSION;Frasco X 60 mL;1;19/07/2020 12:00:00 a.m.;N26921;IMV/VILLA;ACT
28634;DOLIPRAN FORTE;500 mg + 50 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;10/11/2014 12:00:00 a.m.;N26493;IMV/VILLA;ACT
28635;NACS;550 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;14/05/2019 12:00:00 a.m.;N25729;IMV/VILLA;ACT
28636;LABRIXILE;0.25 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;30;13/12/2018 12:00:00 a.m.;E21330;ROEMMERS;ACT
28637;LABRIXILE 1;1 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;30;17/12/2018 12:00:00 a.m.;E21336;ROEMMERS;ACT
28638;EZENTIUS;20 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;14;01/02/2021 12:00:00 a.m.;E18115;ROEMMERS;ACT
28641;DAUNORUBICINA;20 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;1;28/10/2021 12:00:00 a.m.;EG6395;PERULAB;ACT
28642;MITOMICINA;20 mg;Polvo para Solución Inyectable;INYECTABLE;Caja vial;1;21/12/2016 12:00:00 a.m.;EG6401;PERULAB;ACT
28645;TADEBREX;200 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;100;21/04/2014 12:00:00 a.m.;N25692;TRADE PLUS;ACT
28647;DEXAMEDIC;4 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;20/03/2019 12:00:00 a.m.;N25637;TRADE PLUS;ACT
28648;TEDRAX;275 mg + 300 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;30/03/2019 12:00:00 a.m.;N25658;TRADE PLUS;ACT
28649;DOLTREX;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;22/12/2019 12:00:00 a.m.;N26651;TRADE PLUS;ACT
28652;AZOQUIN;400 mg + 100 mg;Cápsula;CAPSULA;Caja Dispensadora Tabletas;100;23/01/2014 12:00:00 a.m.;N25502;INTIPHARMA;ACT
28654;CLAVUNIL;250 mg + 62.5 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Caja Frasco X 60 mL;1;07/01/2019 12:00:00 a.m.;N25412;INTIPHARMA;ACT
28656;DOLALIVIO;1%;Gel;JALEA;Caja Tubo X 50 g;1;17/12/2012 12:00:00 a.m.;N24144;INTIPHARMA;ACT
28659;LOPEFAN;2 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;12/03/2020 12:00:00 a.m.;N26786;INTIPHARMA;ACT
28663;MELIXIN;15 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;07/12/2019 12:00:00 a.m.;N26595;INTIPHARMA;ACT
28670;IBUSOFT;400 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;15/02/2020 12:00:00 a.m.;E22175;EMCURE;ACT
28672;WINTAL;120 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;30;25/05/2020 12:00:00 a.m.;E22259;ROEMMERS;ACT
28673;COLUFASE;100 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Caja Frasco x 30 mL + Accesorio;1;09/05/2012 12:00:00 a.m.;E19379;ROEMMERS;ACT
28675;BUDESONIDA;200 µg/Dosis;Aerosol para Inhalación;AEROSOL;Caja Envase Aerosol X 200 Dosis;1;31/12/2018 12:00:00 a.m.;EG6026;LABOT;ACT
28676;DOLO FARMA FORTE;500 mg + 50 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;200;06/05/2019 12:00:00 a.m.;N25715;FARMACEUTICA BQ;ACT
28681;IMMUNORHO;300 µg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial + Solvente X 1.2 mL;1;15/02/2020 12:00:00 a.m.;BE00693;PHARMA HOSTING;ACT
28682;IMMUNOTETAN;250 UI/mL;Solución Inyectable;INYECTABLE;Caja Jeringa prellenada X 1 mL;1;18/02/2021 12:00:00 a.m.;BE00779;PHARMA HOSTING;ACT
28683;LIDOCAINA;2%;Solución Inyectable;INYECTABLE;Vial X 20 mL;25;07/03/2020 12:00:00 a.m.;NG1206;LUSA;ACT
28684;CLORURO DE SODIO;0.90%;Solución Inyectable;INYECTABLE;Caja Ampolla X 10 mL;50;19/01/2017 12:00:00 a.m.;EG5254;PHARMAGEN;ACT
28686;ADENOCIL;6 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;25;17/10/2018 12:00:00 a.m.;N25128;FARMACEUTICA OTARVASQ;ACT
28693;AZITROMICINA;200 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Frasco x 30 mL;1;20/03/2017 12:00:00 a.m.;NG5257;DELFARMA;ACT
28697;CLORANFENICOL;1 g;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;50;23/12/2013 12:00:00 a.m.;EG6019;PHARMAGEN;ACT
28698;CLORFENAMINA MALEATO;10 mg/mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 1 mL;100;02/12/2013 12:00:00 a.m.;EG893;SANDERSON;ACT
28701;SUERO FISIOLOGICO;9 ‰;Solución Inyectable;INYECTABLE;Caja Frasco X 1 L;12;16/11/2020 12:00:00 a.m.;N3169;MEDIFARMA;ACT
28702;ZOLTUM;20 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;7;15/05/2021 12:00:00 a.m.;E13858;TECNOFARMA;ACT
28703;PEMEKER;500 mg;Polvo para Solución Inyectable;INYECTABLE;Caja vial;1;06/09/2021 12:00:00 a.m.;E22555;TECNOFARMA;ACT
28705;DEXAMETASONA;1 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;08/11/2017 12:00:00 a.m.;NG3497;FARMINDUSTRIA;ACT
28707;DEXTRO LUSA;33.30%;Solución Inyectable;INYECTABLE;Caja Ampolla x 20 mL;25;25/08/2021 12:00:00 a.m.;N587;LUSA;ACT
28708;DEXTROSA;5%;Solución Inyectable;INYECTABLE;Frasco X 1 L;12;10/11/2020 12:00:00 a.m.;NG2535;MEDIFARMA;ACT
28717;GENTAMICINA;160 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;25;10/12/2018 12:00:00 a.m.;NG4164;LUSA;ACT
28718;GENTAPHAX;160 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;100;05/12/2018 12:00:00 a.m.;E21307;JPS DISTRIBUCIONES;ACT
28719;GENTAMICINA;80 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;25;10/12/2018 12:00:00 a.m.;NG4165;LUSA;ACT
28724;KETOPAN;100 mg/5 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 5 mL;100;21/02/2017 12:00:00 a.m.;N23278;FARMACEUTICA OTARVASQ;ACT
28726;LANATOSIDO C;0.4 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;100;04/10/2014 12:00:00 a.m.;EG1029;SANDERSON;ACT
28730;NEOSTIGTEN;0.5 mg/mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 1 mL;25;28/10/2013 12:00:00 a.m.;N25154;FARMACEUTICA OTARVASQ;ACT
28731;NITROGLICERINA;50 mg/10 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 10 mL;50;08/03/2021 12:00:00 a.m.;EG4952;J&M;ACT
28736;LUSAPRIM;200 mg + 40 mg/5 mL;Suspensión Oral;SUSPENSION;Frasco X 60 mL;25;27/02/2017 12:00:00 a.m.;N20142;LUSA;ACT
28738;TRAMADOL CLORHIDRATO;100 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;10;11/01/2020 12:00:00 a.m.;EG4505;J&M;ACT
28742;LABOXUT;0.5 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;20;22/03/2021 12:00:00 a.m.;N22405;KEYFARM;ACT
28744;ANTALGINA;1 g/2 mL;Solución Inyectable;INYECTABLE;Ampolla X 2 mL;25;25/08/2021 12:00:00 a.m.;N574;TEVA;ACT
28747;DESGARRIL;;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;04/11/2019 12:00:00 a.m.;N26463;QUILLA PHARMA;ACT
28748;DEXALOR;10 mg + 2 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;20/10/2019 12:00:00 a.m.;N26375;DELFARMA;ACT
28749;ENATENSIL;10 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;22/08/2013 12:00:00 a.m.;E20948;BOTICAS Y SALUD;ACT
28751;ANDREWS TRIPLE ACCION;1 g + 1.408 g + 60 mg /7.9 g;Polvo Efervescente para Solución Oral;POLVO;Caja Sobre X 7.9 g;90;07/06/2021 12:00:00 a.m.;N27018;MEDIFARMA;ACT
28753;TIMOLOL;0.50%;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco x 5 mL;1;30/05/2021 12:00:00 a.m.;NG4956;VITALINE;ACT
28754;ZONDRAL;70 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;4;05/10/2014 12:00:00 a.m.;N26322;QUILLA PHARMA;ACT
28755;RIFACTAN;25 mg/mL;Suspensión Oral;SUSPENSION;Caja Vial X 8 mL;1;21/04/2019 12:00:00 a.m.;BE00607;J&M;ACT
28758;FUROPHAX;20 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;1;27/11/2018 12:00:00 a.m.;E21270;JPS DISTRIBUCIONES;ACT
28759;NOVOCORTIL;100 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;1;13/02/2021 12:00:00 a.m.;N22304;AC FARMA;ACT
28760;IBUPROFENO;400 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;17/12/2018 12:00:00 a.m.;EG6016;LABOT;ACT
28761;IBUPROFENO;100 mg/5 mL;Suspensión Oral;SUSPENSION;Caja Frasco X 60 mL;1;04/03/2019 12:00:00 a.m.;NG4254;MEDIFARMA;ACT
28765;NOREPINEFRINA;4 mg/4 mL;Solución Inyectable;INYECTABLE;Caja Ampolla X 4 mL;1;17/03/2020 12:00:00 a.m.;NG6305;DANY;ACT
28769;GENSARNA;25%;Loción;LOCION;Frasco X 120 mL;1;22/08/2021 12:00:00 a.m.;N19994;GENCOPHARMAC.;ACT
28773;FUROPHAX;20 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;100;27/11/2018 12:00:00 a.m.;E21270;JPS DISTRIBUCIONES;ACT
28774;GLUCONATO DE CALCIO;10%;Solución Inyectable;INYECTABLE;Caja Ampolla x 10 mL;25;30/01/2012 12:00:00 a.m.;NG5215;DANY;ACT
28776;LIDOCAINA 2 % CON EPINEFRINA SIN PRESERVANTE;2%;Solución Inyectable;INYECTABLE;Caja Vial x 20 mL;25;10/04/2017 12:00:00 a.m.;NG5285;LUSA;ACT
28779;OMEPRAZOL;40 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;50;09/01/2022 12:00:00 a.m.;EG5239;INVERS. JPS;ACT
28780;BIPERIDENO LACTATO;5 mg/mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 1 mL;10;22/06/2020 12:00:00 a.m.;NG4687;AC FARMA;ACT
28781;CARBONATO DE LITIO;300 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;300;31/01/2020 12:00:00 a.m.;NG2284;IQ FARMA;ACT
28782;TOPREL;100 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;30;26/01/2019 12:00:00 a.m.;E21481;FARMINDUSTRIA;ACT
28783;CLOMIPRAMINA;25 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;300;01/03/2020 12:00:00 a.m.;NG2331;TEVA;ACT
28785;BETASPORINA;1 g;Polvo para Solución Inyectable;INYECTABLE;Caja Vial + Solvente X 3.5 mL;1;03/02/2019 12:00:00 a.m.;E7311;PHARBAL;ACT
28793;GENE VAC B;10 µg/0.5 mL;Suspensión Inyectable;INYECTABLE;Caja Vial X 0.5 mL;1;06/07/2019 12:00:00 a.m.;BE00232;ESKE;ACT
28794;GENE VAC B;20 µg/mL;Suspensión Inyectable;INYECTABLE;Caja Vial X 1 mL;1;18/11/2018 12:00:00 a.m.;BE00182;ESKE;ACT
28795;VACUNA DE VIRUS VIVO DE SARAMPION Y RUBEOLA;;Polvo para Solución Inyectable;INYECTABLE;Caja Vial + Ampolla X 1 mL;1;25/11/2018 12:00:00 a.m.;BE00185;ESKE;ACT
28798;SULFABAC BALSAMICO;800 mg + 160 mg + 200 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;120;16/11/2012 12:00:00 a.m.;N24054;FARMEDIC;ACT
28799;FLUGRIP FLEM;;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;22/09/2014 12:00:00 a.m.;N26266;PHARMA UNO;ACT
28800;ZERAS;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;17/02/2019 12:00:00 a.m.;N25584;BRISAFARMA;ACT
28802;HONGONICOL;1%;Crema;CREMA;Caja Tubo X 15 g;1;04/11/2014 12:00:00 a.m.;N26461;FARMASUR;ACT
28807;VACUNA ADSORBIDA ANTIDIFTERICA, ANTITETANICA Y CON;74 UI;Suspensión Inyectable;INYECTABLE;Caja Ampolla x 0.5 mL;1;28/12/2019 12:00:00 a.m.;BE00049;ESKE;ACT
28808;VACUNA ANTIDIFTERICA Y ANTITETANICA ADSORBIDA PARA;5 lf + 5 lf;Suspensión Inyectable;INYECTABLE;Caja Ampolla x 0.5 mL;1;27/02/2016 12:00:00 a.m.;BE00083;ESKE;ACT
28809;BRONCO CLARIMAC;500 mg + 45 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;27/10/2014 12:00:00 a.m.;N26414;DELFARMA;ACT
28812;DOLO LIVIOLEX FORTE;500 mg + 50 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;20;22/11/2011 12:00:00 a.m.;N20037;TEVA;ACT
28813;DOXIPROCT PLUS;4 g + 2 g + 0.025 g;Pomada;UNGUENTO;Caja Tubo X 12 g + Accesorio;1;27/06/2021 12:00:00 a.m.;N22651;OM PHARMA;ACT
28814;DUOZAL;325 mg + 37.5 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;15/03/2012 12:00:00 a.m.;N23333;FARMEDIC;ACT
28815;FEBROLITO;100 mg/5 mL;Suspensión Oral;SUSPENSION;Caja Frasco X 60 mL;1;20/09/2020 12:00:00 a.m.;N21966;FARMEDIC;ACT
28816;KENALGEST;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;27/08/2019 12:00:00 a.m.;N26099;FARM. MEDICAL;ACT
28817;LIBREGRIP COMPUESTO;;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;05/03/2013 12:00:00 a.m.;N24423;FARMEDIC;ACT
28819;LORADEXAN;10 mg + 2 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;28/05/2013 12:00:00 a.m.;N24663;FARMEDIC;ACT
28824;REDEX;250 mg + 50 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;10;27/03/2013 12:00:00 a.m.;N20604;TEVA;ACT
28825;MEDIFLOXIN;500 mg + 100 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;09/02/2019 12:00:00 a.m.;N25555;FARM. MEDICAL;ACT
28828;SULFABAC BALSAMICO;800 mg + 160 mg + 200 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;16/11/2012 12:00:00 a.m.;N24054;FARMEDIC;ACT
28830;UROCIFEN FORTE;500 mg + 100 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;03/04/2013 12:00:00 a.m.;N24501;FARMEDIC;ACT
